rafales_sur_une_periode,variation_de_pression_en_3_heures,precipitations_dans_les_3_dernieres_heures,regioncode,pression_station,pression_au_niveau_mer,direction_du_vent_moyen,vitesse_du_vent_moyen,humidite,point_de_rosee,temperature_c,latitude,longitude,altitude,date,consommation_mw,thermique_mw,nucleaire_mw,eolien_mw,solaire_mw,hydraulique_mw,pompage_mw,bioenergies_mw,ech._physiques_mw,prod_totale
22.6,27650.0,220.99999999999983,18888.0,99147.4375,101399.03125,260.0,4.325312499999998,83.753125,277.79937499999994,7.315312500000021,46.826499999999996,2.0969165,110.0,2013-01-01,2556595.0,172372.0,2323275.0,121486.0,5632.0,319876.0,-65867.0,33761.0,-355692.0,2976402.0
23.1,50470.0,21.999999999999996,18888.0,100368.15625,102628.625,270.0,3.2828125000000083,83.746875,276.0784374999998,5.664375000000023,46.826499999999996,2.0969165,110.0,2013-01-02,3095594.0,225174.0,2677237.0,67950.0,12613.0,421544.0,-35066.0,33653.0,-309167.0,3438171.0
19.0,31570.0,8.400000000000002,18888.0,101416.84375,103630.84375,230.0,2.9412500000000095,84.8375,277.3765625000001,6.868437500000033,46.826499999999996,2.0969165,110.0,2013-01-03,3198764.0,285326.0,2652888.0,77227.0,10115.0,438911.0,-34459.0,34866.0,-267855.0,3499333.0
21.6,-10300.0,3.0,18888.0,101557.6875,103758.96875,250.0,2.5734375000000083,87.540625,278.96000000000004,7.90250000000002,46.826499999999996,2.0969165,110.0,2013-01-04,3131399.0,255009.0,2685282.0,48829.0,6803.0,414300.0,-48470.0,35980.0,-267999.0,3446203.0
25.7,-12440.0,3.600000000000001,18888.0,101205.03125,103426.0,240.0,2.6359375000000074,88.4125,278.4128125,7.256562500000024,46.826499999999996,2.0969165,110.0,2013-01-05,2886822.0,175314.0,2646502.0,43992.0,7199.0,385204.0,-55360.0,36871.0,-354581.0,3295082.0
25.7,-16790.0,1.6,18888.0,100894.0625,103124.96875,180.0,2.420312500000007,88.84375,277.6396875,6.461562500000026,46.826499999999996,2.0969165,110.0,2013-01-06,2809551.0,172866.0,2600377.0,30761.0,7457.0,325051.0,-56822.0,36638.0,-308423.0,3173150.0
20.6,-7590.0,1.2,18888.0,100524.625,102772.09375,160.0,2.199687500000006,89.20625,276.74500000000006,5.490312500000026,46.826499999999996,2.0969165,110.0,2013-01-07,3257118.0,389460.0,2703507.0,22342.0,7961.0,442157.0,-31778.0,35163.0,-313420.0,3600590.0
14.4,-2340.0,3.2,18888.0,100518.53125,102752.25,190.0,2.3006250000000064,89.346875,276.0846875000001,4.685625000000027,46.826499999999996,2.0969165,110.0,2013-01-08,3431436.0,466067.0,2745016.0,19945.0,7047.0,487315.0,-30769.0,35465.0,-300254.0,3760855.0
12.3,-24290.0,25.199999999999992,18888.0,100074.59375,102346.90625,190.0,2.1475000000000066,90.25625,275.9721874999999,4.390312500000025,46.826499999999996,2.0969165,110.0,2013-01-09,3500917.0,396450.0,2804805.0,21884.0,6700.0,518757.0,-28011.0,35844.0,-257206.0,3784440.0
23.7,-15440.0,122.00000000000007,18888.0,99543.1875,101814.4375,220.0,3.4228125000000085,89.1625,277.72624999999994,6.3596875000000255,46.826499999999996,2.0969165,110.0,2013-01-10,3437222.0,385654.0,2792824.0,56287.0,6694.0,451699.0,-34081.0,35576.0,-259223.0,3728734.0
32.9,4550.0,87.00000000000004,18888.0,99619.375,101892.78125,270.0,3.9518749999999976,81.3125,276.14781250000016,6.19937500000002,46.826499999999996,2.0969165,110.0,2013-01-11,3361584.0,387039.0,2799174.0,70621.0,13712.0,425535.0,-43259.0,37371.0,-330423.0,3733452.0
24.2,-22320.0,112.00000000000003,18888.0,99141.46875,101422.28125,160.0,3.098437500000011,84.271875,274.9443750000003,4.433750000000019,46.826499999999996,2.0969165,110.0,2013-01-12,3163299.0,313603.0,2786819.0,49431.0,8886.0,379022.0,-53342.0,38133.0,-361060.0,3575894.0
15.4,12050.0,111.60000000000005,18736.0,99062.13836477988,101378.80503144654,135.0,3.153144654088062,87.51572327044025,274.98867924528344,3.808490566037756,47.059167,1.834,112.0,2013-01-13,3102328.0,291881.0,2774138.0,40108.0,4892.0,322887.0,-58870.0,38087.0,-312584.0,3471993.0
22.6,-13190.0,69.60000000000001,18888.0,99239.5,101559.4375,280.0,4.090312499999998,79.803125,272.2271875,2.274687500000023,46.826499999999996,2.0969165,110.0,2013-01-14,3656247.0,456999.0,2811920.0,76865.0,8131.0,449942.0,-32336.0,36329.0,-153410.0,3840186.0
23.7,-5010.0,162.1,18888.0,98719.1875,101040.40625,280.0,4.253124999999999,81.25625,272.52375000000006,2.486250000000023,46.826499999999996,2.0969165,110.0,2013-01-15,3764422.0,500632.0,2813119.0,101915.0,8064.0,486718.0,-27255.0,35768.0,-156321.0,3946216.0
25.7,-2720.0,234.79999999999995,18736.0,98565.6603773585,100921.98113207547,130.0,3.673899371069185,80.57232704402516,270.5273584905659,0.40125786163524413,47.059167,1.834,112.0,2013-01-16,3816979.0,522745.0,2746683.0,40566.0,5875.0,506287.0,-21189.0,35299.0,-21138.0,3857455.0
27.3,14020.0,15.0,18888.0,99150.875,101514.0625,190.0,3.650312500000003,72.534375,267.2196875000001,-1.5171874999999788,46.826499999999996,2.0969165,110.0,2013-01-17,4011457.0,568480.0,2770064.0,42261.0,12572.0,515224.0,-16397.0,34221.0,83197.0,3942822.0
22.6,-65750.0,106.80000000000003,18736.0,98181.2893081761,100520.56603773584,130.0,3.4666666666666734,80.35849056603773,269.1355345911951,-1.019496855345889,47.059167,2.359833,108.0,2013-01-18,4080565.0,623727.0,2804682.0,73250.0,4862.0,522023.0,-21544.0,34859.0,36966.0,4063403.0
25.7,-30590.0,227.4,18888.0,96857.25,99211.3125,80.0,4.600937499999995,90.4375,273.9206250000001,2.157187500000024,46.826499999999996,2.0969165,110.0,2013-01-19,3666499.0,443783.0,2805727.0,114003.0,2420.0,443209.0,-34148.0,35230.0,-145420.0,3844372.0
28.3,28850.0,316.9999999999999,18888.0,97124.96875,99522.5625,230.0,4.212500000000001,86.4125,273.2790625,2.245312500000027,46.826499999999996,2.0969165,110.0,2013-01-20,3471834.0,398490.0,2766657.0,71155.0,4525.0,419945.0,-54655.0,33325.0,-169246.0,3694097.0
31.9,24400.0,117.60000000000007,18888.0,97599.15625,99968.84375,205.0,4.438749999999996,83.9125,273.6028124999999,3.078750000000025,46.826499999999996,2.0969165,110.0,2013-01-21,3753899.0,538389.0,2756653.0,84032.0,9240.0,483568.0,-35144.0,31879.0,-116455.0,3903761.0
22.6,90.0,96.40000000000003,18812.0,97970.12539184953,100293.51097178683,160.0,3.589028213166147,82.32601880877743,273.55188087774303,3.372413793103469,47.059167,1.834,112.0,2013-01-22,3778851.0,568682.0,2757641.0,65399.0,10168.0,472505.0,-36858.0,32124.0,-92653.0,3906519.0
25.2,14780.0,147.00000000000003,18888.0,98287.46875,100616.9375,170.0,3.583125000000007,86.0875,273.85406249999994,2.9581250000000248,46.826499999999996,2.0969165,110.0,2013-01-23,3753096.0,604748.0,2765761.0,37897.0,6784.0,469215.0,-31180.0,32915.0,-134833.0,3917320.0
21.6,35290.0,60.8,18812.0,98719.40438871473,101059.78056426332,100.0,3.5840125391849598,82.79937304075236,272.7126959247649,2.3015673981191447,47.059167,1.834,112.0,2013-01-24,3768075.0,612458.0,2773423.0,47946.0,9782.0,482896.0,-30890.0,33921.0,-163251.0,3960426.0
25.2,-18110.0,37.0,18737.0,99255.72327044026,101580.56603773584,150.0,3.667295597484282,77.67610062893081,269.9459119496856,0.38459119496857636,47.059167,2.359833,110.0,2013-01-25,3900398.0,596044.0,2801633.0,65394.0,14609.0,489929.0,-27034.0,34997.0,-76914.0,4002606.0
24.7,21360.0,141.0,18856.0,99017.8369905956,101330.40752351098,200.0,4.050156739811913,81.91536050156739,273.072884012539,2.870846394984352,46.593833,2.359833,112.0,2013-01-26,3563895.0,444079.0,2793538.0,94776.0,11908.0,434799.0,-29393.0,35597.0,-223177.0,3814697.0
25.2,-21790.0,236.1999999999999,18888.0,98818.0625,101094.4375,190.0,4.319687499999996,82.815625,275.7393749999999,5.443125000000028,46.826499999999996,2.0969165,110.0,2013-01-27,3250905.0,316982.0,2725382.0,168854.0,7117.0,357709.0,-60412.0,35555.0,-302049.0,3611599.0
23.1,36060.0,126.20000000000005,18844.0,99472.131661442,101730.1880877743,230.0,5.136363636363629,82.4576802507837,276.72210031347976,6.554858934169306,46.593833,1.834,108.0,2013-01-28,3488249.0,427354.0,2744729.0,168290.0,15936.0,431753.0,-35517.0,34349.0,-300438.0,3822411.0
23.1,870.0,133.3,18812.0,99737.6802507837,101958.24451410658,210.0,5.835736677115985,82.38244514106583,278.91708463949857,8.825391849529804,47.059167,1.834,112.0,2013-01-29,3424609.0,417119.0,2721262.0,261683.0,10825.0,432043.0,-46553.0,35068.0,-408598.0,3878000.0
23.1,18810.0,88.80000000000001,18860.0,99790.21943573668,101987.3354231975,230.0,5.531661442006266,79.3667711598746,280.1584639498435,10.652037617554893,46.593833,2.359833,108.0,2013-01-30,3214522.0,310897.0,2681727.0,239762.0,13758.0,436052.0,-44773.0,35336.0,-459992.0,3717532.0
22.6,-7390.0,14.000000000000002,18888.0,100174.03125,102378.625,230.0,4.891249999999994,80.934375,279.36593750000003,9.602187500000033,46.826499999999996,2.0969165,110.0,2013-01-31,3218224.0,308128.0,2675890.0,202915.0,13257.0,452062.0,-43512.0,35794.0,-428125.0,3688046.0
23.7,-81670.0,331.8,18888.0,98816.03125,101048.15625,230.0,5.021249999999994,85.109375,280.1865625000001,9.588437500000023,46.826499999999996,2.0969165,110.0,2013-02-01,3171464.0,265264.0,2680881.0,151005.0,6368.0,479283.0,-50243.0,37042.0,-399875.0,3619843.0
34.0,59120.0,172.79999999999995,18804.0,98673.26018808778,100997.64890282131,320.0,7.05423197492162,76.61128526645768,274.69764890282124,5.6125391849529995,47.059167,1.834,108.0,2013-02-02,3068612.0,209869.0,2640060.0,189291.0,11959.0,428217.0,-67955.0,36056.0,-380640.0,3515452.0
31.4,26280.0,11.200000000000001,18795.0,100060.5329153605,102356.86520376176,280.0,5.47398119122256,71.18495297805643,271.8324451410658,3.9241379310345077,47.059167,1.834,108.0,2013-02-03,3149656.0,260393.0,2603577.0,141640.0,15836.0,438286.0,-78235.0,36032.0,-269657.0,3495764.0
29.8,-9990.0,51.80000000000004,18700.0,99956.56151419558,102196.02523659306,260.0,5.505047318611982,81.93375394321767,277.8746056782335,7.878864353312325,47.059167,1.834,108.0,2013-02-04,3369822.0,344764.0,2656674.0,196958.0,9290.0,490355.0,-40639.0,34644.0,-324038.0,3732685.0
27.8,-51140.0,242.69999999999985,18888.0,99116.09375,101378.0,260.0,6.577499999999998,79.234375,276.2975000000001,6.692812500000028,46.826499999999996,2.0969165,110.0,2013-02-05,3437720.0,386044.0,2643085.0,228487.0,10038.0,516869.0,-40148.0,34907.0,-343340.0,3819430.0
32.9,11450.0,207.19999999999993,18888.0,98437.4375,100755.21875,290.0,6.639374999999996,78.478125,273.9212499999998,4.426875000000024,46.826499999999996,2.0969165,110.0,2013-02-06,3595412.0,428970.0,2651215.0,223932.0,11048.0,521783.0,-31466.0,34624.0,-246457.0,3871572.0
30.9,22340.0,45.6,18888.0,99420.0625,101737.78125,310.0,5.479999999999994,71.990625,271.40687499999996,3.2790625000000255,46.826499999999996,2.0969165,110.0,2013-02-07,3694167.0,500812.0,2642577.0,126513.0,15080.0,520315.0,-27211.0,35086.0,-120837.0,3840383.0
20.1,10070.0,50.80000000000001,18888.0,99416.3125,101729.15625,290.0,3.6618750000000047,77.84375,271.7306249999999,2.4768750000000255,46.826499999999996,2.0969165,110.0,2013-02-08,3618331.0,485335.0,2677822.0,54271.0,12424.0,503587.0,-30064.0,35615.0,-122452.0,3769054.0
23.1,-7970.0,55.6,18888.0,99714.4375,102023.28125,280.0,3.341562500000008,79.578125,271.6487499999999,2.068750000000024,46.826499999999996,2.0969165,110.0,2013-02-09,3454213.0,420455.0,2596197.0,42924.0,12659.0,524185.0,-20691.0,36077.0,-159330.0,3632497.0
22.1,-71440.0,277.19999999999993,18844.0,98519.49843260187,100817.58620689655,160.0,4.320062695924763,84.72727272727273,273.664420062696,3.0153605015674234,46.593833,1.834,108.0,2013-02-10,3334987.0,339942.0,2652283.0,138447.0,8425.0,437974.0,-55159.0,36552.0,-225206.0,3613623.0
21.6,12830.0,293.7,18860.0,97748.40125391849,100082.1630094044,240.0,3.9946708463949836,85.36363636363636,274.262225705329,3.477742946708487,46.593833,2.359833,108.0,2013-02-11,3577092.0,443171.0,2694735.0,70019.0,8486.0,510386.0,-31116.0,35068.0,-155369.0,3761865.0
23.7,53830.0,35.800000000000004,18888.0,98803.875,101131.1875,285.0,3.6153125000000026,81.7125,273.0646874999998,2.8650000000000246,46.826499999999996,2.0969165,110.0,2013-02-12,3699307.0,513202.0,2701166.0,43319.0,9420.0,523460.0,-25012.0,34127.0,-102060.0,3824694.0
21.1,24050.0,10.399999999999999,18888.0,99780.125,102081.125,165.0,3.4028125000000076,73.309375,271.37281250000007,2.6343750000000234,46.826499999999996,2.0969165,110.0,2013-02-13,3710529.0,494010.0,2688482.0,44167.0,15100.0,526295.0,-14040.0,34298.0,-79517.0,3802352.0
19.5,-15950.0,106.80000000000003,18888.0,99699.5625,101972.15625,210.0,4.018437499999999,80.6375,274.1643750000002,4.250937500000023,46.826499999999996,2.0969165,110.0,2013-02-14,3695706.0,485543.0,2710914.0,113481.0,11441.0,507707.0,-16741.0,34530.0,-152948.0,3863616.0
22.1,18970.0,21.999999999999986,18888.0,99828.5625,102093.125,280.0,2.849375000000009,81.80625,275.83781250000015,5.872500000000026,46.826499999999996,2.0969165,110.0,2013-02-15,3464408.0,448991.0,2704426.0,45937.0,18076.0,492872.0,-28579.0,35287.0,-254319.0,3745589.0
14.9,-7190.0,6.6000000000000005,18888.0,99979.96875,102245.59375,100.0,2.0450000000000044,81.0875,274.2203124999999,4.440000000000022,46.826499999999996,2.0969165,110.0,2013-02-16,3183942.0,385705.0,2649337.0,15347.0,23815.0,431538.0,-36004.0,35563.0,-323100.0,3541305.0
15.9,-20730.0,0.4,18888.0,99561.28125,101838.46875,90.0,3.379062500000009,79.79375,273.5056249999998,3.856562500000023,46.826499999999996,2.0969165,110.0,2013-02-17,3080808.0,308423.0,2625899.0,70466.0,23092.0,399059.0,-66076.0,34630.0,-316464.0,3461569.0
14.9,7100.0,1.2000000000000002,18888.0,99393.34375,101670.3125,90.0,3.3487500000000097,77.40625,273.6884374999999,4.410312500000024,46.826499999999996,2.0969165,110.0,2013-02-18,3405440.0,471642.0,2654553.0,70002.0,22869.0,461874.0,-18878.0,33235.0,-291622.0,3714175.0
13.9,-7100.0,0.2,18497.0,99521.62420382166,101702.77070063695,100.0,2.460191082802556,77.65286624203821,273.5343949044586,4.269426751592385,47.059167,1.834,108.0,2013-02-19,3500550.0,510164.0,2656958.0,28534.0,28004.0,452693.0,-36252.0,34293.0,-175573.0,3710646.0
18.5,880.0,0.8,18432.0,99464.52229299363,101639.74522292994,70.0,3.530573248407651,74.21337579617834,272.8901273885348,4.32866242038219,47.059167,1.834,108.0,2013-02-20,3497452.0,470553.0,2601162.0,89207.0,28246.0,462992.0,-23349.0,34327.0,-167518.0,3686487.0
20.6,-16880.0,20.0,18888.0,99144.28125,101463.0625,60.0,5.004999999999998,66.7,269.7134374999999,2.192812500000022,46.826499999999996,2.0969165,110.0,2013-02-21,3687164.0,507692.0,2599190.0,157226.0,25612.0,516684.0,-29672.0,34477.0,-125875.0,3840881.0
21.1,-9560.0,27.0,18812.0,98737.89968652038,101078.55799373041,50.0,5.624764890282129,63.827586206896555,267.12304075235113,-0.1445141065830481,47.059167,1.834,112.0,2013-02-22,3792176.0,503184.0,2602462.0,176045.0,23576.0,529979.0,-22118.0,35955.0,-58725.0,3871201.0
29.3,21940.0,11.0,18888.0,98916.6875,101296.65625,50.0,5.643437499999992,65.096875,266.2037499999999,-1.4553124999999776,46.826499999999996,2.0969165,110.0,2013-02-23,3751480.0,554271.0,2502418.0,125992.0,12691.0,502676.0,-14607.0,36438.0,29743.0,3734486.0
24.7,14390.0,37.79999999999998,18860.0,99380.97178683386,101740.12539184953,320.0,5.188401253918486,73.18181818181819,268.4321316614422,-0.44388714733539886,46.593833,2.359833,108.0,2013-02-24,3617198.0,538432.0,2512026.0,108712.0,11451.0,431996.0,-45733.0,35101.0,23393.0,3637718.0
17.5,15760.0,38.00000000000001,18776.0,99764.46202531646,102092.46835443038,280.0,4.063291139240506,79.86392405063292,270.8284810126583,0.9642405063291373,46.593833,2.359833,108.0,2013-02-25,3848715.0,622560.0,2512754.0,74150.0,11029.0,490197.0,-32632.0,33903.0,134969.0,3744593.0
22.1,15860.0,33.199999999999996,18888.0,100184.0,102482.0625,60.0,3.704687500000003,78.290625,271.084375,1.6125000000000225,46.826499999999996,2.0969165,110.0,2013-02-26,3817397.0,631159.0,2513470.0,74633.0,17509.0,486220.0,-14654.0,33820.0,73378.0,3756811.0
16.5,-3320.0,1.8,18888.0,100382.65625,102657.15625,50.0,3.723750000000004,79.10625,272.35406249999994,2.830000000000024,46.826499999999996,2.0969165,110.0,2013-02-27,3755780.0,620898.0,2537654.0,73519.0,19044.0,478498.0,-24837.0,34742.0,14346.0,3764355.0
16.5,-13770.0,24.0,18795.0,100099.02821316614,102370.59561128527,60.0,3.440752351097189,78.7398119122257,272.9525078369908,3.4777429467084886,47.059167,1.834,108.0,2013-02-28,3679563.0,547672.0,2566812.0,37102.0,19201.0,462351.0,-23437.0,35025.0,32908.0,3668163.0
22.1,-780.0,15.6,18888.0,99895.09375,102176.875,50.0,4.296562500000002,75.303125,272.70468750000015,3.975312500000027,46.826499999999996,2.0969165,110.0,2013-03-01,3664468.0,584383.0,2496112.0,69952.0,14553.0,452055.0,-24824.0,35118.0,35179.0,3652173.0
15.9,10.0,0.0,18888.0,99933.15625,102217.21875,70.0,3.5837500000000078,73.240625,272.11718749999994,3.5437500000000255,46.826499999999996,2.0969165,110.0,2013-03-02,3354872.0,478738.0,2445419.0,50036.0,18943.0,391569.0,-30832.0,35716.0,-36658.0,3420421.0
16.5,-20740.0,0.2,18780.0,99661.7610062893,101918.64779874214,90.0,3.14119496855347,73.00628930817611,272.4327044025156,4.054088050314492,46.826499999999996,2.0969165,110.0,2013-03-03,3116122.0,382967.0,2439473.0,59509.0,30177.0,315127.0,-71889.0,34972.0,-76109.0,3262225.0
26.2,-27380.0,0.6000000000000001,18888.0,99007.0,101257.53125,105.0,4.419062499999992,70.76875,274.6162499999999,6.976250000000029,46.826499999999996,2.0969165,110.0,2013-03-04,3324750.0,447926.0,2455568.0,134344.0,31058.0,346018.0,-23515.0,32850.0,-101414.0,3447764.0
31.9,-27080.0,32.4,18508.0,98385.04761904762,100555.71428571429,110.0,5.902857142857133,66.66349206349206,276.62777777777785,9.733968253968273,47.059167,1.834,108.0,2013-03-05,3202068.0,365912.0,2498836.0,143153.0,13503.0,370811.0,-35740.0,33732.0,-190050.0,3425947.0
32.9,-14470.0,263.40000000000003,18888.0,97725.0625,99991.84375,110.0,4.339999999999996,77.71875,279.33375000000007,10.129687500000028,46.826499999999996,2.0969165,110.0,2013-03-06,3090770.0,373843.0,2526378.0,69386.0,9892.0,359169.0,-38386.0,33959.0,-245301.0,3372627.0
22.6,-6410.0,130.0,18738.0,97644.96855345913,99911.82389937107,150.0,3.3776729559748495,83.35534591194968,281.3424528301886,11.188993710691845,47.059167,2.359833,112.0,2013-03-07,2988996.0,364826.0,2471346.0,46555.0,18284.0,376834.0,-37564.0,34834.0,-288023.0,3312679.0
18.5,23970.0,302.5999999999999,18288.0,97762.43589743589,100061.89102564103,210.0,3.9977564102564114,83.26602564102564,281.20576923076925,11.035256410256437,47.059167,2.359833,112.0,2013-03-08,2913538.0,326614.0,2395762.0,97151.0,17289.0,398976.0,-44884.0,34675.0,-313913.0,3270467.0
12.9,70.0,56.20000000000001,18288.0,98086.34615384616,100390.16025641025,190.0,2.6080128205128292,80.86538461538461,279.8064102564107,10.114423076923105,47.059167,2.359833,112.0,2013-03-09,2622901.0,224985.0,2292558.0,40910.0,22945.0,379198.0,-61941.0,34332.0,-311910.0,2994928.0
22.1,-10410.0,69.6,18136.0,97862.64516129032,100172.06451612903,140.0,3.2377419354838817,81.56129032258065,278.27161290322584,8.391935483870991,47.059167,2.359833,112.0,2013-03-10,2582965.0,220142.0,2299711.0,39533.0,21791.0,344059.0,-57861.0,33796.0,-320122.0,2959032.0
29.3,-12360.0,194.19999999999993,18426.0,97636.98717948717,99978.6217948718,145.0,5.009935897435892,82.59935897435898,276.7118589743592,6.627884615384639,46.826499999999996,2.359833,112.0,2013-03-11,3168955.0,363366.0,2440968.0,134853.0,19432.0,430443.0,-29644.0,32836.0,-225186.0,3421898.0
20.1,19110.0,103.40000000000008,18617.0,97776.32587859425,100143.16293929712,220.0,5.333546325878585,80.36421725239616,273.61038338658153,3.778913738019193,46.593833,2.359833,112.0,2013-03-12,3463767.0,492741.0,2501579.0,157794.0,14436.0,430590.0,-35096.0,32433.0,-132595.0,3629573.0
30.4,27510.0,26.2,18720.0,98314.29936305732,100717.96178343949,300.0,4.487898089171973,75.0031847133758,270.3168789808918,1.2232484076433356,46.593833,2.359833,112.0,2013-03-13,3658086.0,561543.0,2525513.0,65950.0,14738.0,468392.0,-31376.0,31575.0,19842.0,3667711.0
34.5,15610.0,38.8,18844.0,98942.3197492163,101299.34169278997,320.0,5.077742946708457,69.95924764890282,269.65188087774305,1.8536050156740056,46.593833,1.834,108.0,2013-03-14,3640913.0,520606.0,2499194.0,72464.0,24507.0,456173.0,-24323.0,30979.0,59412.0,3603923.0
26.8,2100.0,6.6000000000000005,18584.0,99352.68987341772,101594.17721518988,210.0,4.589873417721513,63.53164556962025,268.89303797468347,2.6458860759493907,47.059167,1.834,108.0,2013-03-15,3617668.0,501157.0,2417671.0,112478.0,34974.0,465679.0,-15371.0,32969.0,66250.0,3564928.0
23.1,-40450.0,82.00000000000001,18888.0,98592.75,100895.40625,170.0,5.403437499999997,64.875,271.85468749999995,5.262812500000021,46.826499999999996,2.0969165,110.0,2013-03-16,3244442.0,363510.0,2394316.0,202565.0,21976.0,376254.0,-58415.0,34808.0,-92544.0,3393429.0
25.2,-29380.0,223.99999999999991,18888.0,97706.9375,100040.21875,180.0,5.28281249999999,81.4625,276.7368749999998,6.697187500000022,46.826499999999996,2.0969165,110.0,2013-03-17,2978024.0,343162.0,2397533.0,144596.0,10900.0,347537.0,-77961.0,35283.0,-224948.0,3279011.0
27.8,10670.0,264.19999999999993,18888.0,97392.78125,99772.5,230.0,4.830624999999997,82.209375,275.74749999999983,5.633750000000022,46.826499999999996,2.0969165,110.0,2013-03-18,3359952.0,492656.0,2418510.0,97363.0,20316.0,416028.0,-33287.0,34045.0,-87649.0,3478918.0
18.0,7550.0,68.40000000000002,18856.0,97950.78369905957,100291.63009404388,210.0,3.9692789968652034,76.3667711598746,275.5688087774296,6.630407523511002,46.593833,2.359833,112.0,2013-03-19,3349737.0,457740.0,2414974.0,85029.0,25822.0,414119.0,-24546.0,34555.0,-59904.0,3432239.0
21.1,54360.0,132.4,18888.0,98521.1875,100824.40625,250.0,4.023750000000001,76.78125,276.0731250000002,7.0940625000000255,46.826499999999996,2.0969165,110.0,2013-03-20,3286775.0,412491.0,2414542.0,94066.0,25681.0,434040.0,-22419.0,34570.0,-108220.0,3415390.0
19.0,-11090.0,86.99999999999999,18701.0,99223.28075709779,101479.33753943218,130.0,3.342902208201903,72.9968454258675,275.3011041009463,7.407570977918006,47.059167,2.359833,108.0,2013-03-21,3259980.0,400412.0,2373487.0,49754.0,29426.0,441784.0,-15569.0,34795.0,-56078.0,3329658.0
17.5,-24640.0,26.6,18888.0,98481.9375,100732.8125,120.0,4.1784375,70.075,276.9443749999997,9.461250000000026,46.826499999999996,2.0969165,110.0,2013-03-22,3070258.0,336199.0,2294577.0,147741.0,27706.0,454225.0,-20136.0,35885.0,-207857.0,3296333.0
15.9,-1760.0,72.00000000000004,18756.0,98406.5930599369,100658.95899053628,100.0,3.4233438485804495,80.74447949526814,278.6417981072555,8.8107255520505,46.593833,2.359833,112.0,2013-03-23,2752024.0,293252.0,2206013.0,84917.0,16369.0,386138.0,-65286.0,37035.0,-208319.0,3023724.0
18.0,1250.0,137.20000000000005,18888.0,98245.65625,100533.375,60.0,4.198749999999999,82.4,277.5600000000002,7.40000000000003,46.826499999999996,2.0969165,110.0,2013-03-24,2706279.0,272649.0,2127508.0,88862.0,16215.0,376302.0,-77474.0,36749.0,-136490.0,2918285.0
18.5,-1550.0,38.8,18812.0,98382.00626959247,100691.91222570532,60.0,4.305329153605011,74.3730407523511,275.247805642633,6.551410658307232,47.059167,1.834,112.0,2013-03-25,3140663.0,442191.0,2247823.0,79189.0,23219.0,412656.0,-23212.0,35605.0,-78820.0,3240683.0
20.6,3930.0,20.2,18780.0,98373.0503144654,100694.05660377358,60.0,3.7732704402515735,69.9748427672956,273.7018867924526,5.837735849056628,46.826499999999996,1.834,112.0,2013-03-26,3246062.0,474667.0,2319377.0,52650.0,26258.0,427998.0,-23060.0,35520.0,-69305.0,3336470.0
14.9,2960.0,9.999999999999998,18860.0,98357.6802507837,100662.72727272728,60.0,3.111912225705342,67.98746081504702,273.19984326018795,5.768965517241404,46.593833,2.359833,112.0,2013-03-27,3262769.0,467063.0,2353396.0,32702.0,26525.0,426529.0,-21814.0,34819.0,-58285.0,3341034.0
16.5,12870.0,161.99999999999997,18888.0,98585.09375,100874.78125,135.0,2.986562500000011,75.775,274.50749999999977,5.5600000000000325,46.826499999999996,2.0969165,110.0,2013-03-28,3282023.0,599282.0,2197234.0,29550.0,15215.0,481994.0,-20276.0,33986.0,-56858.0,3357261.0
19.0,-25670.0,128.40000000000003,18832.0,98431.2893081761,100723.0503144654,100.0,3.2544025157232794,78.89308176100629,275.6562893081761,6.132389937106942,46.593833,2.359833,112.0,2013-03-29,3276335.0,408802.0,2394916.0,43297.0,20371.0,456248.0,-29037.0,35091.0,-55285.0,3358725.0
28.8,19100.0,288.2,18888.0,98277.8125,100579.59375,120.0,4.7362499999999965,79.946875,276.2234375,6.502500000000028,46.826499999999996,2.0969165,110.0,2013-03-30,3006920.0,350267.0,2193932.0,93742.0,19919.0,450646.0,-45310.0,35272.0,-93488.0,3143778.0
26.8,-11430.0,12.4,18768.0,98633.39622641509,100916.1320754717,90.0,4.185534591194962,68.17295597484276,272.7949685534591,5.335534591194997,46.826499999999996,1.834,108.0,2013-03-31,2859291.0,265159.0,2173952.0,69530.0,33721.0,426178.0,-79363.0,34725.0,-66595.0,3003265.0
20.1,-10400.0,73.2,18204.0,98213.02250803859,100373.92282958199,70.0,5.0128617363344015,66.59163987138264,272.6737942122185,5.581672025723497,47.059167,1.834,108.0,2013-04-01,2886115.0,166586.0,2239527.0,160145.0,24278.0,399623.0,-82859.0,30414.0,-55365.0,3020573.0
20.6,25640.0,51.3,18508.0,98468.41269841269,100676.95238095238,70.0,4.652063492063495,65.12380952380953,273.50238095238075,6.8330158730158965,47.059167,1.834,108.0,2013-04-02,3181173.0,308173.0,2294244.0,136520.0,29729.0,454958.0,-27963.0,28176.0,-44824.0,3251800.0
19.5,-9900.0,0.0,18700.0,98665.07886435332,100938.4858044164,60.0,4.023028391167194,63.1198738170347,272.8222397476342,6.5728706624605895,47.059167,1.834,108.0,2013-04-03,3185847.0,375607.0,2301520.0,94083.0,37482.0,448750.0,-27965.0,27542.0,-73076.0,3284984.0
