hydraulique_mw_%,bioenergies_mw_%,eolien_mw_%,solaire_mw_%,nucleaire_mw_%,thermique_mw_%
0.13605462002291666,0.011155501134042796,0.028889384251955006,0.0082190531059116,0.7360672028347673,0.07961423865040658
0.1251545890031513,0.013954336904100806,0.03169448125516363,0.01081319695970183,0.7720038591721211,0.04637953670576127
0.10744896725848867,0.014535338674280616,0.038731151042077236,0.013378601383759047,0.7646578669391595,0.06124807470223494
0.11969235112723658,0.016457077834077394,0.03951606199821955,0.015605817864637059,0.7248633632603538,0.08386532791547555
0.10055938238245486,0.017903967389249743,0.04570989846205459,0.017060400121619957,0.7186995115037901,0.10006684014083074
0.12331158348761675,0.0174630630222242,0.0514608748435105,0.019360030328324722,0.7189019484674496,0.06950249985087419
0.11113688046510085,0.018044279377463106,0.06316181354130364,0.0226045905485981,0.7083294063391773,0.07672302972835703
